[Header],,,,,,
Investigator Name,Steven Gruber,,,,,
Project Name,MouseMethylationILSBeta,,,,,
Experiment Name,MouseMethylationILSBeta,,,,,
Date,9/21/2020,,,,,
,,,,,,
[Data],,,,,,
Sample_Name,Sample_Well,Sample_Plate,Sample_Group,Pool_ID,Sentrix_ID,Sentrix_Position
20005_204617710014_R04C01_Mouse_VanAndel,D07,WG0007029-BCD,11 Exp Meth,MouseMethylation,204617710014,R04C01
20980_204617710014_R06C02_100%Human_VanAndel,D08,WG0007029-BCD,13 Human Mix,MouseMethylation,204617710014,R06C02
20988_204617710018_R02C02_50%Human50%Mouse_VanAndel,D09,WG0007029-BCD,13 Human Mix,MouseMethylation,204617710018,R02C02
20023_204617710021_R04C01_Mouse_VanAndel,D10,WG0007029-BCD,21 Tissue Meth,MouseMethylation,204617710021,R04C01
20238_204617710021_R06C02_Mouse_VanAndel,D11,WG0007029-BCD,21 Tissue Meth,MouseMethylation,204617710021,R06C02
20059_204617710004_R02C02_Mouse_VanAndel,D12,WG0007029-BCD,4 Tissue Meth,MouseMethylation,204617710004,R02C02
20015_R2_204617710015_R05C01_50%MethylMouse_VanAndel,E01,WG0007029-BCD,10 Meth Titrat,MouseMethylation,204617710015,R05C01
20279_204617710016_R05C01_Mouse_VanAndel,E01,WG0007030-BCD,18 T/N Meth,MouseMethylation,204617710016,R05C01
21021_100ng_204617710011_R01C01_Mouse_VanAndel,E02,WG0007029-BCD,6 Quantity,MouseMethylation,204617710011,R01C01
20385_204617710019_R01C01_Mouse_VanAndel,E02,WG0007030-BCD,4 Replicates,MouseMethylation,204617710019,R01C01
20382_R4_204617710011_R03C02_Mouse_VanAndel,E03,WG0007029-BCD,4 Replicates,MouseMethylation,204617710011,R03C02
20009_250ng_R2_204617710019_R03C02_Mouse_VanAndel,E03,WG0007030-BCD,15 Quantity,MouseMethylation,204617710019,R03C02
20009_500ng_204617710012_R05C01_Mouse_VanAndel,E04,WG0007029-BCD,15 Quantity,MouseMethylation,204617710012,R05C01
20384_R3_204617710010_R01C01_Mouse_VanAndel,E05,WG0007029-BCD,4 Replicates,MouseMethylation,204617710010,R01C01
20383_204617710010_R03C02_Mouse_VanAndel,E06,WG0007029-BCD,4 Replicates,MouseMethylation,204617710010,R03C02
20006_204617710014_R05C01_Mouse_VanAndel,E07,WG0007029-BCD,11 Exp Meth,MouseMethylation,204617710014,R05C01
20981_204617710018_R01C01_90%Human10%Mouse_VanAndel,E08,WG0007029-BCD,13 Human Mix,MouseMethylation,204617710018,R01C01
20989_204617710018_R03C02_25%Human75%Mouse_VanAndel,E09,WG0007029-BCD,13 Human Mix,MouseMethylation,204617710018,R03C02
20131_204617710021_R05C01_Mouse_VanAndel,E10,WG0007029-BCD,21 Tissue Meth,MouseMethylation,204617710021,R05C01
20186_204617710004_R01C01_Mouse_VanAndel,E11,WG0007029-BCD,6 SNPs,MouseMethylation,204617710004,R01C01
20050_204617710004_R03C02_Mouse_VanAndel,E12,WG0007029-BCD,4 Tissue Meth,MouseMethylation,204617710004,R03C02
20012_R2_204617710015_R06C01_100%MethylMouse_VanAndel,F01,WG0007029-BCD,10 Meth Titrat,MouseMethylation,204617710015,R06C01
20028_204617710016_R06C01_Mouse_VanAndel,F01,WG0007030-BCD,21 Tissue Meth,MouseMethylation,204617710016,R06C01
21021_50ng_204617710011_R02C01_Mouse_VanAndel,F02,WG0007029-BCD,6 Quantity,MouseMethylation,204617710011,R02C01
20274_204617710019_R02C01_Mouse_VanAndel,F02,WG0007030-BCD,18 T/N Meth,MouseMethylation,204617710019,R02C01
20009_50ng_R3_204617710011_R04C02_Mouse_VanAndel,F03,WG0007029-BCD,15 Quantity,MouseMethylation,204617710011,R04C02
20009_100ng_R2_204617710019_R04C02_Mouse_VanAndel,F03,WG0007030-BCD,15 Quantity,MouseMethylation,204617710019,R04C02
20009_1000ng_204617710012_R06C01_Mouse_VanAndel,F04,WG0007029-BCD,15 Quantity,MouseMethylation,204617710012,R06C01
20319_204617710010_R02C01_Mouse_VanAndel,F05,WG0007029-BCD,18 T/N Meth,MouseMethylation,204617710010,R02C01
20027_204617710010_R04C02_Mouse_VanAndel,F06,WG0007029-BCD,21 Tissue Meth,MouseMethylation,204617710010,R04C02
20007_204617710014_R06C01_Mouse_VanAndel,F07,WG0007029-BCD,11 Exp Meth,MouseMethylation,204617710014,R06C01
20982_204617710018_R02C01_75%Human25%Mouse_VanAndel,F08,WG0007029-BCD,13 Human Mix,MouseMethylation,204617710018,R02C01
20990_204617710018_R04C02_10%Human90%Mouse_VanAndel,F09,WG0007029-BCD,13 Human Mix,MouseMethylation,204617710018,R04C02
20236_204617710021_R06C01_Mouse_VanAndel,F10,WG0007029-BCD,21 Tissue Meth,MouseMethylation,204617710021,R06C01
20257_204617710004_R02C01_Mouse_VanAndel,F11,WG0007029-BCD,6 SNPs,MouseMethylation,204617710004,R02C01
20184_204617710004_R04C02_Mouse_VanAndel,F12,WG0007029-BCD,4 Tissue Meth,MouseMethylation,204617710004,R04C02
20014_204617710015_R01C02_5%MethylMouse_VanAndel,G01,WG0007029-BCD,10 Meth Titrat,MouseMethylation,204617710015,R01C02
21009_204617710016_R01C02_Mouse_VanAndel,G01,WG0007030-BCD,21 Tissue Meth,MouseMethylation,204617710016,R01C02
20382_R3_204617710011_R03C01_Mouse_VanAndel,G02,WG0007029-BCD,4 Replicates,MouseMethylation,204617710011,R03C01
20382_R2_204617710019_R03C01_Mouse_VanAndel,G02,WG0007030-BCD,4 Replicates,MouseMethylation,204617710019,R03C01
20009_1000ng_R3_204617710011_R05C02_Mouse_VanAndel,G03,WG0007029-BCD,15 Quantity,MouseMethylation,204617710011,R05C02
20009_50ng_R2_204617710019_R05C02_Mouse_VanAndel,G03,WG0007030-BCD,15 Quantity,MouseMethylation,204617710019,R05C02
20317_204617710012_R01C02_Mouse_VanAndel,G04,WG0007029-BCD,18 T/N Meth,MouseMethylation,204617710012,R01C02
20320_204617710010_R03C01_Mouse_VanAndel,G05,WG0007029-BCD,18 T/N Meth,MouseMethylation,204617710010,R03C01
21013_204617710010_R05C02_Mouse_VanAndel,G06,WG0007029-BCD,21 Tissue Meth,MouseMethylation,204617710010,R05C02
20008_204617710014_R01C02_Mouse_VanAndel,G07,WG0007029-BCD,11 Exp Meth,MouseMethylation,204617710014,R01C02
20983_204617710018_R03C01_50%Human50%Mouse_VanAndel,G08,WG0007029-BCD,13 Human Mix,MouseMethylation,204617710018,R03C01
20991_204617710018_R05C02_Mouse_VanAndel,G09,WG0007029-BCD,13 Human Mix,MouseMethylation,204617710018,R05C02
20024_204617710021_R01C02_Mouse_VanAndel,G10,WG0007029-BCD,21 Tissue Meth,MouseMethylation,204617710021,R01C02
20019_204617710004_R03C01_Mouse_VanAndel,G11,WG0007029-BCD,6 SNPs,MouseMethylation,204617710004,R03C01
20199_204617710004_R05C02_Mouse_VanAndel,G12,WG0007029-BCD,4 Tissue Meth,MouseMethylation,204617710004,R05C02
