[Header],,,,,,
Investigator Name,Steven Gruber,,,,,
Project Name,MouseMethylationILSBeta,,,,,
Experiment Name,MouseMethylationILSBeta,,,,,
Date,9/21/2020,,,,,
,,,,,,
[Data],,,,,,
Sample_Name,Sample_Well,Sample_Plate,Sample_Group,Pool_ID,Sentrix_ID,Sentrix_Position
21021_100ng_204617710001_R01C01_Mouse_LifeEpigenetics,E02,WG127611,6 Quantity,MouseMethylation,204617710001,R01C01
21021_250ng_204617710001_R06C01_Mouse_LifeEpigenetics,B03,WG127611,6 Quantity,MouseMethylation,204617710001,R06C01
21021_500ng_204617710006_R06C02_Mouse_LifeEpigenetics,D02,WG127611,6 Quantity,MouseMethylation,204617710006,R06C02
21021_500ng_R2_204617710001_R05C01_Mouse_LifeEpigenetics,A03,WG127611,6 Quantity,MouseMethylation,204617710001,R05C01
21021_50ng_204617710001_R02C01_Mouse_LifeEpigenetics,F02,WG127611,6 Quantity,MouseMethylation,204617710001,R02C01
21025_204617710007_R04C02_Mouse_LifeEpigenetics,B08,WG127611,11 Exp Meth,MouseMethylation,204617710007,R04C02
21026_204617710020_R01C01_Mouse_LifeEpigenetics,A04,WG127611,4 Replicates,MouseMethylation,204617710020,R01C01
21026_R2_204617710020_R02C01_Mouse_LifeEpigenetics,B04,WG127611,4 Replicates,MouseMethylation,204617710020,R02C01
20009_1000ng_R2_204617710009_R01C02_Mouse_LifeEpigenetics,C03,WG127612,15 Quantity,MouseMethylation,204617710009,R01C02
20009_100ng_R2_204617710009_R02C01_Mouse_LifeEpigenetics,F03,WG127612,15 Quantity,MouseMethylation,204617710009,R02C01
20009_250ng_R2_204617710009_R01C01_Mouse_LifeEpigenetics,E03,WG127612,15 Quantity,MouseMethylation,204617710009,R01C01
20009_500ng_R2_204617710009_R02C02_Mouse_LifeEpigenetics,D03,WG127612,15 Quantity,MouseMethylation,204617710009,R02C02
20009_50ng_R2_204617710009_R03C01_Mouse_LifeEpigenetics,G03,WG127612,15 Quantity,MouseMethylation,204617710009,R03C01
20028_204617710005_R06C01_Mouse_LifeEpigenetics,F01,WG127612,21 Tissue Meth,MouseMethylation,204617710005,R06C01
20030_204617710009_R06C02_Mouse_LifeEpigenetics,H02,WG127612,21 Tissue Meth,MouseMethylation,204617710009,R06C02
20240_204617710005_R02C02_Mouse_LifeEpigenetics,H01,WG127612,21 Tissue Meth,MouseMethylation,204617710005,R02C02
20242_204617710009_R06C01_Mouse_LifeEpigenetics,B03,WG127612,21 Tissue Meth,MouseMethylation,204617710009,R06C01
20274_204617710009_R04C02_Mouse_LifeEpigenetics,F02,WG127612,18 T/N Meth,MouseMethylation,204617710009,R04C02
20276_204617710005_R02C01_Mouse_LifeEpigenetics,B01,WG127612,18 T/N Meth,MouseMethylation,204617710005,R02C01
20277_204617710005_R03C01_Mouse_LifeEpigenetics,C01,WG127612,18 T/N Meth,MouseMethylation,204617710005,R03C01
20278_204617710005_R04C01_Mouse_LifeEpigenetics,D01,WG127612,18 T/N Meth,MouseMethylation,204617710005,R04C01
20279_204617710005_R05C01_Mouse_LifeEpigenetics,E01,WG127612,18 T/N Meth,MouseMethylation,204617710005,R05C01
20329_204617710005_R04C02_Mouse_LifeEpigenetics,B02,WG127612,18 T/N Meth,MouseMethylation,204617710005,R04C02
20330_204617710005_R05C02_Mouse_LifeEpigenetics,C02,WG127612,18 T/N Meth,MouseMethylation,204617710005,R05C02
20334_204617710009_R04C01_Mouse_LifeEpigenetics,H03,WG127612,18 T/N Meth,MouseMethylation,204617710009,R04C01
20382_R2_204617710009_R05C02_Mouse_LifeEpigenetics,G02,WG127612,4 Replicates,MouseMethylation,204617710009,R05C02
20384_R4_204617710005_R06C02_Mouse_LifeEpigenetics,D02,WG127612,4 Replicates,MouseMethylation,204617710005,R06C02
20385_204617710009_R03C02_Mouse_LifeEpigenetics,E02,WG127612,4 Replicates,MouseMethylation,204617710009,R03C02
20385_R2_204617710005_R01C01_Mouse_LifeEpigenetics,A01,WG127612,4 Replicates,MouseMethylation,204617710005,R01C01
21009_204617710005_R01C02_Mouse_LifeEpigenetics,G01,WG127612,21 Tissue Meth,MouseMethylation,204617710005,R01C02
21012_204617710009_R05C01_Mouse_LifeEpigenetics,A03,WG127612,21 Tissue Meth,MouseMethylation,204617710009,R05C01
21024_204617710005_R03C02_Mouse_LifeEpigenetics,A02,WG127612,4 Replicates,MouseMethylation,204617710005,R03C02
